GEOID20,COLOR,Client_Perspective,DISTRICT,DISTRICT_C,DISTRICT_N,District_Tax_rate,District_Valuation,FID,NAME,NAME2,NAME20,NCES_DISTR,Office_Controller,Pfluger_Tier_Rank,SDLEA
4845990,7,,153-907,153907,153907,0.3594,3594508531,52,Wilson ISD,Wilson,Wilson Independent School District,4845990,DFW - LUBBOCK,,45990
4846080,3,,005-904,005904,5904,0.16,23144420213,747,Windthorst ISD,Windthorst,Windthorst Independent School District,4846080,DFW,,46080
4846170,6,,248-902,248902,248902,0.1499,675884495,474,Wink-Loving ISD,Wink-Loving,Wink-Loving Independent School District,4846170,UNCATEGORIZED,,46170
4846200,1,,250-907,250907,250907,0.2566,824002987,34,Winnsboro ISD,Winnsboro,Winnsboro Independent School District,4846200,DFW,,46200
4846230,7,,212-910,212910,212910,0.285,207559484,722,Winona ISD,Winona,Winona Independent School District,4846230,DFW,,46230
4846260,2,,200-904,200904,200904,0,391443518,383,Winters ISD,Winters,Winters Independent School District,4846260,UNCATEGORIZED,,46260
4846320,2,,174-906,174906,174906,0.2117,222701558,812,Woden ISD,Woden,Woden Independent School District,4846320,DFW,,46320
4846350,5,,116-909,116909,116909,0.2129,328773912,6,Wolfe City ISD,Wolfe City,Wolfe City Independent School District,4846350,DFW,,46350
4846380,6,,196-902,196902,196902,0.25,46645959,212,Woodsboro ISD,Woodsboro,Woodsboro Independent School District,4846380,CORPUS CHRISTI,,46380
4846410,3,,224-902,224902,224902,0,851286225,349,Woodson ISD,Woodson,Woodson Independent School District,4846410,DFW,,46410
4846440,3,,229-903,229903,229903,0.24,263520658,942,Woodville ISD,Woodville,Woodville Independent School District,4846440,HOUSTON,,46440
4846470,6,,081-905,081905,81905,0.1869,9500668103,238,Wortham ISD,Wortham,Wortham Independent School District,4846470,DFW,,46470
4846500,7,,221-912,221912,221912,0.455,2760143208,375,Wylie ISD (Taylor),Wylie (Taylor),Wylie Independent School District,4846500,DFW,,46500
4846530,2,,043-914,043914,43914,0.455,2760143208,976,Wylie ISD (Collin),Wylie (Collin),Wylie Independent School District,4846530,DFW,,46530
4846590,5,,250-905,250905,250905,0,1750165406,616,Yantis ISD,Yantis,Yantis Independent School District,4846590,DFW,,46590
4846620,6,,062-903,062903,62903,0.3399,2913179031,762,Yoakum ISD,Yoakum,Yoakum Independent School District,4846620,SAN ANTONIO,,46620
4846650,5,p,062-904,062904,62904,0,7901536056,88,Yorktown ISD,Yorktown,Yorktown Independent School District,4846650,SAN ANTONIO,,46650
4846680,5,,071-905,071905,71905,0.475,1226255940,1008,Ysleta ISD,Ysleta,Ysleta Independent School District,4846680,UNCATEGORIZED,,46680
4846710,5,,253-901,253901,253901,0.135,188690056,929,Zapata County ISD,Zapata County,Zapata County Independent School District,4846710,CORPUS CHRISTI,,46710
4846740,6,,003-906,003906,3906,0.28,79046938,856,Zavalla ISD,Zavalla,Zavalla Independent School District,4846740,CORPUS CHRISTI,,46740
4846770,4,,025-906,025906,25906,0.2,68977787,455,Zephyr ISD,Zephyr,Zephyr Independent School District,4846770,UNCATEGORIZED,,46770
4899130,4,,066-901,066901,66901,0.1707,152723444,689,Benavides ISD,Benavides,Benavides Independent School District,4899130,CORPUS CHRISTI,,99130
